entry_index,exit_index,bars_held,signal,entry_price,exit_price,take_profit,stop_loss,pnl,pnl_pct,exit_reason,timestamp
1,5,4,BUY,61.89,58.42164642857143,67.67058928571429,58.42164642857143,-3.4683535714285725,-5.604061353091893,sl,2024-03-28 01:00:00
7,12,5,BUY,60.21,56.755457142857146,65.96757142857143,56.755457142857146,-3.4545428571428545,-5.737490212826532,sl,2024-04-08 01:00:00
14,15,1,BUY,56.54,52.564817857142856,63.16530357142857,52.564817857142856,-3.975182142857143,-7.03074308959523,sl,2024-04-17 01:00:00
17,27,10,BUY,50.38,57.81423214285715,57.81423214285715,45.91946071428572,7.434232142857148,14.756316281971312,tp,2024-04-22 01:00:00
29,35,6,BUY,57.5,64.08173214285713,64.08173214285713,53.550960714285715,6.581732142857135,11.4464906832298,tp,2024-05-08 01:00:00
37,45,8,BUY,63.02,59.99069642857143,68.06883928571429,59.99069642857143,-3.0293035714285708,-4.8068923697692325,sl,2024-05-20 01:00:00
47,52,5,BUY,63.0,68.46369642857142,68.46369642857142,59.721782142857144,5.463696428571424,8.672534013605434,tp,2024-06-04 01:00:00
54,64,10,BUY,73.57,73.82,79.9066607142857,69.76800357142857,0.25,0.33981242354220476,time,2024-06-13 01:00:00
66,68,2,BUY,74.29,80.66944642857143,80.66944642857143,70.46233214285715,6.379446428571427,8.587220929561754,tp,2024-07-02 01:00:00
70,72,2,BUY,82.92,79.15149642857143,89.20083928571428,79.15149642857143,-3.7685035714285675,-4.544746227000203,sl,2024-07-09 01:00:00
74,76,2,BUY,81.47,77.24550714285714,88.51082142857143,77.24550714285714,-4.224492857142863,-5.185335531045616,sl,2024-07-15 01:00:00
78,81,3,BUY,72.8,67.59716428571429,81.47139285714285,67.59716428571429,-5.202835714285712,-7.146752354788067,sl,2024-07-19 01:00:00
83,88,5,BUY,65.0,58.98907142857143,75.01821428571428,58.98907142857143,-6.010928571428572,-9.247582417582418,sl,2024-07-26 01:00:00
90,97,7,BUY,54.13,67.73776785714286,67.73776785714286,45.96533928571429,13.607767857142854,25.139050170225115,tp,2024-08-06 01:00:00
99,109,10,BUY,68.68,62.35,81.29135714285715,61.11318571428572,-6.330000000000005,-9.216656959813635,time,2024-08-19 01:00:00
111,121,10,BUY,61.14,70.3,69.96176785714286,55.84693928571429,9.159999999999997,14.982008505070324,tp,2024-09-05 01:00:00
123,133,10,BUY,70.62,69.6,80.00967857142858,64.98619285714287,-1.0200000000000102,-1.444350042480898,time,2024-09-23 01:00:00
135,145,10,BUY,72.52,71.79,79.80732142857143,68.14760714285714,-0.7299999999999898,-1.0066188637617068,time,2024-10-09 01:00:00
147,151,4,BUY,74.7,70.64270357142858,81.46216071428572,70.64270357142858,-4.057296428571419,-5.431454388984497,sl,2024-10-25 01:00:00
153,155,2,BUY,70.64,78.04376785714285,78.04376785714285,66.19773928571429,7.403767857142853,10.480985075230539,tp,2024-11-04 01:00:00
157,162,5,BUY,82.22,77.24790714285714,90.50682142857143,77.24790714285714,-4.972092857142854,-6.047303402022446,sl,2024-11-08 01:00:00
164,172,8,BUY,74.55,82.780125,82.780125,69.611925,8.230125000000001,11.039738430583503,tp,2024-11-19 01:00:00
174,182,8,BUY,84.87,92.3812142857143,92.3812142857143,80.36327142857144,7.5112142857142885,8.850258378360184,tp,2024-12-04 01:00:00
184,184,0,BUY,91.65,87.38433214285715,98.75944642857144,87.38433214285715,-4.265667857142859,-4.6543020808978275,sl,2024-12-18 01:00:00
186,188,2,BUY,79.06,87.81964285714287,87.81964285714287,73.8042142857143,8.759642857142865,11.079740522568764,tp,2024-12-20 01:00:00
190,191,1,BUY,86.37,80.32533214285715,96.44444642857144,80.32533214285715,-6.044667857142855,-6.998573413387582,sl,2024-12-27 01:00:00
193,199,6,BUY,80.54,73.78341071428572,91.80098214285715,73.78341071428572,-6.756589285714284,-8.389110113874205,sl,2025-01-02 01:00:00
201,211,10,BUY,79.31,83.17,89.98580357142858,72.90451785714286,3.8599999999999994,4.866977682511663,time,2025-01-15 01:00:00
213,222,9,BUY,78.53,89.04223214285713,89.04223214285713,72.22266071428572,10.51223214285713,13.386262756726259,tp,2025-02-03 01:00:00
224,226,2,BUY,90.0,85.06318928571429,98.22801785714286,85.06318928571429,-4.936810714285713,-5.4853452380952366,sl,2025-02-19 01:00:00
228,230,2,BUY,80.33,75.40979642857143,88.53033928571429,75.40979642857143,-4.920203571428573,-6.124988885134536,sl,2025-02-25 01:00:00
232,232,0,BUY,76.37,70.44126071428572,86.25123214285715,70.44126071428572,-5.928739285714286,-7.763178323575076,sl,2025-03-03 01:00:00
234,237,3,BUY,69.55,62.55786785714285,81.20355357142857,62.55786785714285,-6.992132142857145,-10.053389134230258,sl,2025-03-05 01:00:00
239,249,10,BUY,61.94,63.38,76.82975,53.00615,1.4400000000000048,2.32483048111076,time,2025-03-12 01:00:00
251,252,1,BUY,61.54,54.72,71.64028571428571,55.47982857142857,-6.82,-11.08222294442639,sl,2025-03-28 01:00:00
254,255,1,BUY,56.19,50.58745714285714,65.52757142857143,50.58745714285714,-5.602542857142858,-9.970711616200138,sl,2025-04-02 01:00:00
257,259,2,BUY,36.75,48.326875,48.326875,29.803874999999998,11.576875000000001,31.50170068027211,tp,2025-04-07 01:00:00
