entry_index,exit_index,bars_held,signal,entry_price,exit_price,take_profit,stop_loss,pnl,pnl_pct,exit_reason,timestamp
1,11,10,SELL,179.47,163.28,154.59378571428573,194.39572857142858,16.189999999999998,9.021006296316932,time,2024-03-28 01:00:00
13,23,10,SELL,162.28,158.38,144.857875,172.733275,3.9000000000000057,2.403253635691401,time,2024-04-16 01:00:00
25,27,2,SELL,145.51,156.0469107142857,127.94848214285712,156.0469107142857,-10.53691071428571,-7.241365345533442,sl,2024-05-02 01:00:00
29,35,6,SELL,153.4,163.04763571428572,137.32060714285714,163.04763571428572,-9.647635714285713,-6.289201899795119,sl,2024-05-08 01:00:00
37,42,5,SELL,165.55,174.408025,150.78662500000002,174.408025,-8.858024999999998,-5.350664451827241,sl,2024-05-20 01:00:00
44,54,10,SELL,167.9,159.9,151.422375,177.786575,8.0,4.7647409172126265,time,2024-05-30 01:00:00
56,66,10,SELL,158.0,164.31,141.79575,167.72255,-6.310000000000002,-3.9936708860759507,time,2024-06-17 01:00:00
68,69,1,SELL,165.97,174.9,151.38519642857142,174.72088214285714,-8.930000000000007,-5.380490450081344,sl,2024-07-05 01:00:00
71,76,5,SELL,179.99,163.91864285714286,163.91864285714286,189.6328142857143,16.071357142857153,8.929027803131925,tp,2024-07-10 01:00:00
78,82,4,BUY,154.86,142.31040000000002,175.77600000000004,142.31040000000002,-12.549599999999998,-8.103835722588142,sl,2024-07-19 01:00:00
84,86,2,SELL,141.19,152.72821428571427,121.95964285714285,152.72821428571427,-11.538214285714275,-8.172118624346112,sl,2024-07-29 01:00:00
88,97,9,SELL,133.5,146.39335714285716,112.01107142857143,146.39335714285716,-12.893357142857155,-9.657945425361165,sl,2024-08-02 01:00:00
99,100,1,SELL,148.43,160.86042500000002,127.712625,160.86042500000002,-12.430425000000014,-8.374604190527531,sl,2024-08-19 01:00:00
102,109,7,SELL,158.87,141.9219107142857,141.9219107142857,169.03885357142858,16.948089285714303,10.66789783201001,tp,2024-08-22 01:00:00
111,115,4,SELL,138.2,147.81330714285716,122.1778214285714,147.81330714285716,-9.613307142857167,-6.956083316105041,sl,2024-09-05 01:00:00
117,125,8,SELL,152.32,161.4523,137.09949999999998,161.4523,-9.132300000000015,-5.995470063025221,sl,2024-09-13 01:00:00
127,137,10,SELL,167.48,167.89,154.37232142857144,175.34460714285711,-0.4099999999999966,-0.24480534989252245,time,2024-09-27 01:00:00
139,149,10,SELL,163.21,166.25,149.06375000000003,171.69775,-3.039999999999992,-1.8626309662398088,time,2024-10-15 01:00:00
151,161,10,BUY,147.8,138.989225,162.48462500000002,138.989225,-8.810775000000007,-5.9612821380243615,sl,2024-10-31 01:00:00
163,173,10,SELL,138.185,141.98,124.45289285714286,146.4242642857143,-3.7949999999999875,-2.7463183413539727,time,2024-11-18 01:00:00
175,177,2,SELL,143.68,133.27073214285716,133.27073214285716,149.92556071428572,10.40926785714285,7.244757695672919,tp,2024-12-05 01:00:00
179,189,10,SELL,128.52,125.06,117.14016071428571,135.3479035714286,3.460000000000008,2.6921879863056395,time,2024-12-11 01:00:00
191,196,5,SELL,123.562,130.93755357142857,111.26941071428571,130.93755357142857,-7.3755535714285685,-5.969111516023186,sl,2024-12-30 01:00:00
198,205,7,SELL,118.18,125.1150142857143,106.62164285714286,125.1150142857143,-6.9350142857142885,-5.868179290670407,sl,2025-01-10 01:00:00
207,208,1,SELL,124.55,113.54392857142857,113.54392857142857,131.15364285714287,11.006071428571431,8.836669151803639,tp,2025-01-24 01:00:00
210,220,10,SELL,115.77,111.72,104.35857142857142,122.61685714285714,4.049999999999997,3.4983156258097927,time,2025-01-29 01:00:00
222,230,8,SELL,112.65,100.4043392857143,100.4043392857143,119.99739642857143,12.245660714285705,10.870537695770711,tp,2025-02-14 01:00:00
232,242,10,SELL,101.515,104.59,92.24435714285715,107.07738571428571,-3.075000000000003,-3.02910899867015,time,2025-03-03 01:00:00
244,247,3,SELL,104.42,110.82873928571429,93.73876785714285,110.82873928571429,-6.40873928571429,-6.13746340328892,sl,2025-03-19 01:00:00
249,251,2,SELL,114.11,103.82698214285713,103.82698214285713,120.27981071428572,10.283017857142866,9.011495799792188,tp,2025-03-26 01:00:00
253,256,3,SELL,102.16,90.1,91.1805357142857,108.74767857142857,12.060000000000002,11.805011746280346,tp,2025-04-01 01:00:00
