entry_index,exit_index,bars_held,signal,entry_price,exit_price,take_profit,stop_loss,pnl,pnl_pct,exit_reason,timestamp
1,11,10,BUY,171.75,176.55,180.93175,166.24095,4.800000000000011,2.7947598253275174,time,2024-03-28 01:00:00
13,15,2,BUY,171.75,167.38984285714287,179.01692857142856,167.38984285714287,-4.360157142857133,-2.538665003119146,sl,2024-04-16 01:00:00
17,22,5,BUY,165.515,173.37,173.25692857142855,160.86984285714286,7.855000000000018,4.745793432619411,tp,2024-04-22 01:00:00
24,26,2,BUY,169.58,186.645,179.08069642857143,163.87958214285715,17.064999999999998,10.063097063332938,tp,2024-05-01 01:00:00
28,38,10,BUY,183.45,192.35,193.66676785714284,177.31993928571427,8.900000000000006,4.851458162987194,time,2024-05-07 01:00:00
40,50,10,BUY,190.98,196.89,199.5778214285714,185.82130714285714,5.909999999999997,3.0945648759032345,time,2024-05-23 01:00:00
52,52,0,BUY,193.65,201.05728571428574,201.05728571428574,189.20562857142858,7.4072857142857345,3.8250894470879078,tp,2024-06-11 01:00:00
54,59,5,BUY,214.74,207.83380714285715,226.25032142857145,207.83380714285715,-6.906192857142855,-3.21607192751367,sl,2024-06-13 01:00:00
61,68,7,BUY,209.15,223.41710714285713,223.41710714285713,200.58973571428572,14.267107142857128,6.82147126122741,tp,2024-06-25 01:00:00
70,80,10,BUY,227.93,225.01,240.57276785714285,220.3443392857143,-2.920000000000016,-1.28109507304875,time,2024-07-09 01:00:00
82,89,7,BUY,218.93,199.09,232.598375,210.72897500000002,-19.840000000000003,-9.062257342529577,sl,2024-07-25 01:00:00
91,97,6,BUY,206.9,224.60357142857143,224.60357142857143,196.27785714285716,17.703571428571422,8.556583580749841,tp,2024-08-07 01:00:00
99,109,10,BUY,225.72,222.77,242.3614107142857,215.73515357142858,-2.9499999999999886,-1.3069289385078808,time,2024-08-19 01:00:00
111,118,7,BUY,221.625,215.5396607142857,231.76723214285715,215.5396607142857,-6.085339285714298,-2.745781967609384,sl,2024-09-05 01:00:00
120,121,1,BUY,217.55,229.71071428571432,229.71071428571432,210.25357142857143,12.160714285714306,5.5898479824014276,tp,2024-09-18 01:00:00
123,133,10,BUY,227.34,221.69,240.7489285714286,219.29464285714286,-5.650000000000006,-2.485264361748925,time,2024-09-23 01:00:00
135,139,4,BUY,225.23,237.09696428571428,237.09696428571428,218.10982142857142,11.866964285714289,5.268820443863734,tp,2024-10-09 01:00:00
141,151,10,BUY,233.43,226.79839285714286,244.48267857142858,226.79839285714286,-6.631607142857149,-2.8409403859217535,sl,2024-10-17 01:00:00
153,163,10,BUY,220.99,228.02,231.31410714285715,214.79553571428573,7.030000000000001,3.1811394180732164,time,2024-11-04 01:00:00
165,172,7,BUY,228.06,238.11535714285714,238.11535714285714,222.02678571428572,10.055357142857133,4.409084075619194,tp,2024-11-20 01:00:00
174,183,9,BUY,242.87,251.88955357142856,251.88955357142856,237.45826785714286,9.01955357142856,3.7137372139122,tp,2024-12-04 01:00:00
185,188,3,BUY,247.5,256.8714464285714,256.8714464285714,241.87713214285714,9.371446428571403,3.7864430014429913,tp,2024-12-19 01:00:00
190,191,1,BUY,257.83,251.64729999999997,268.1345,251.64729999999997,-6.182700000000011,-2.397975410153982,sl,2024-12-27 01:00:00
193,193,0,BUY,248.93,242.3465857142857,259.90235714285717,242.3465857142857,-6.583414285714298,-2.644684965939942,sl,2025-01-02 01:00:00
