timestamp,open,high,low,close,volume,ticker
2005-11-23 01:00:00,50.15,50.41,49.88,50.16,1046700,NOC
2005-11-25 01:00:00,50.27,50.64,50.15,50.56,495600,NOC
2005-11-28 01:00:00,50.49,50.66,50.29,50.42,1176000,NOC
2005-11-29 01:00:00,50.67,51.15,50.62,50.92,1502600,NOC
2005-11-30 01:00:00,51.16,51.34,50.98,51.04,1807400,NOC
2005-12-01 01:00:00,51.17,51.65,51.17,51.44,1417700,NOC
2005-12-02 01:00:00,51.38,51.52,51.14,51.18,1372800,NOC
2005-12-05 01:00:00,51.19,51.37,50.62,51.18,1983800,NOC
2005-12-06 01:00:00,51.22,51.8,51.18,51.6,1650500,NOC
2005-12-07 01:00:00,51.67,51.74,51.2,51.48,1181700,NOC
2005-12-08 01:00:00,50.67,51.8,50.67,51.77,1695100,NOC
2005-12-09 01:00:00,51.78,52.52,51.75,52.32,1900700,NOC
2005-12-12 01:00:00,52.12,52.37,51.68,52.18,1958600,NOC
2005-12-13 01:00:00,52.08,52.79,52.08,52.72,1775400,NOC
2005-12-14 01:00:00,52.72,53.24,52.51,53.0,1635500,NOC
2005-12-15 01:00:00,53.01,53.47,52.72,53.17,1696000,NOC
2005-12-16 01:00:00,53.42,53.63,52.77,52.81,1755700,NOC
2005-12-19 01:00:00,52.67,52.67,51.97,52.05,1374300,NOC
2005-12-20 01:00:00,52.32,52.79,52.16,52.47,1261500,NOC
2005-12-21 01:00:00,52.67,53.01,52.57,52.91,848900,NOC
2005-12-22 01:00:00,53.04,53.16,52.66,53.06,1376200,NOC
2005-12-23 01:00:00,53.15,53.31,53.02,53.12,447800,NOC
2005-12-27 01:00:00,53.17,53.47,53.08,53.17,727000,NOC
2005-12-28 01:00:00,53.35,53.47,52.92,53.34,939000,NOC
2005-12-29 01:00:00,53.45,53.73,53.42,53.54,925600,NOC
2005-12-30 01:00:00,53.37,53.93,53.37,53.78,1128600,NOC
2006-01-03 01:00:00,52.92,53.8,52.77,53.3,2173400,NOC
2006-01-04 01:00:00,53.37,53.77,53.17,53.73,1467800,NOC
2006-01-05 01:00:00,53.67,53.83,53.31,53.83,1401600,NOC
2006-01-06 01:00:00,53.67,54.62,53.47,54.32,1497500,NOC
2006-01-09 01:00:00,54.18,54.67,54.07,54.62,1203000,NOC
2006-01-10 01:00:00,54.62,54.9,54.42,54.87,1384900,NOC
2006-01-11 01:00:00,54.83,55.16,54.57,55.1,1573400,NOC
2006-01-12 01:00:00,56.49,56.49,54.77,55.02,1272200,NOC
2006-01-13 01:00:00,54.42,54.62,54.16,54.61,2103800,NOC
2006-01-17 01:00:00,54.3,54.59,54.25,54.36,1438200,NOC
2006-01-18 01:00:00,54.36,54.55,54.01,54.04,1746100,NOC
2006-01-19 01:00:00,54.17,54.4,54.03,54.29,1698000,NOC
2006-01-20 01:00:00,54.14,54.5,53.86,54.01,1709800,NOC
2006-01-23 01:00:00,54.12,54.6,54.07,54.43,818100,NOC
2006-01-24 01:00:00,54.81,56.05,54.81,55.75,1729100,NOC
2006-01-25 01:00:00,55.73,55.92,55.36,55.51,1463800,NOC
2006-01-26 01:00:00,57.55,57.55,55.63,56.48,1533500,NOC
2006-01-27 01:00:00,56.17,56.45,55.72,56.34,1540200,NOC
2006-01-30 01:00:00,55.22,55.73,54.57,55.7,2104700,NOC
2006-01-31 01:00:00,55.57,56.37,55.57,55.8,2315300,NOC
2006-02-01 01:00:00,55.8,56.67,55.77,56.67,1651000,NOC
2006-02-02 01:00:00,56.42,56.58,55.92,56.17,1626500,NOC
2006-02-03 01:00:00,56.17,56.54,56.05,56.36,1032900,NOC
2006-02-06 01:00:00,56.22,56.97,56.0,56.91,1576200,NOC
2006-02-07 01:00:00,56.91,57.47,56.82,57.21,1621600,NOC
2006-02-08 01:00:00,56.62,56.87,56.42,56.65,1272200,NOC
2006-02-09 01:00:00,56.88,57.67,56.47,57.61,1450600,NOC
2006-02-10 01:00:00,57.61,58.04,57.25,57.96,938900,NOC
2006-02-13 01:00:00,57.62,58.05,57.51,57.91,968600,NOC
2006-02-14 01:00:00,57.6,59.2,57.6,58.85,1961900,NOC
2006-02-15 01:00:00,58.68,58.96,58.45,58.77,1614700,NOC
2006-02-16 01:00:00,58.77,59.27,58.52,59.19,1404800,NOC
2006-02-17 01:00:00,59.26,59.71,59.07,59.38,1514500,NOC
2006-02-21 01:00:00,59.14,59.34,58.58,58.97,1294000,NOC
2006-02-22 01:00:00,59.21,60.16,59.2,59.54,1585900,NOC
2006-02-23 01:00:00,59.18,59.52,58.82,58.96,1494100,NOC
2006-02-24 01:00:00,59.12,59.64,58.99,59.6,1460200,NOC
2006-02-27 01:00:00,59.42,59.65,59.17,59.19,1705200,NOC
2006-02-28 01:00:00,58.8,59.19,57.59,57.77,2957400,NOC
2006-03-01 01:00:00,57.02,58.36,56.96,58.21,2279700,NOC
2006-03-02 01:00:00,58.07,59.38,57.97,58.97,1888700,NOC
2006-03-03 01:00:00,58.92,59.92,58.83,59.46,1377500,NOC
2006-03-06 01:00:00,59.66,59.66,58.34,58.45,909400,NOC
2006-03-07 01:00:00,58.59,59.12,58.12,58.69,1373300,NOC
2006-03-08 01:00:00,58.47,59.07,58.33,58.98,1795900,NOC
2006-03-09 01:00:00,58.85,59.92,58.67,59.27,1724700,NOC
2006-03-10 01:00:00,59.28,60.85,59.28,60.62,2838700,NOC
2006-03-13 01:00:00,60.83,61.33,60.52,60.96,1559700,NOC
2006-03-14 01:00:00,61.02,61.61,60.73,61.58,1150700,NOC
2006-03-15 01:00:00,61.58,62.46,61.31,62.34,1802500,NOC
2006-03-16 01:00:00,62.34,63.02,61.97,62.82,1055800,NOC
2006-03-17 01:00:00,63.07,63.71,62.85,63.5,1862100,NOC
2006-03-20 01:00:00,63.5,63.62,62.77,63.11,1608800,NOC
2006-03-21 01:00:00,63.02,63.66,63.0,63.09,1562700,NOC
2006-03-22 01:00:00,62.97,63.56,62.87,63.49,1018400,NOC
2006-03-23 01:00:00,63.27,63.27,62.57,62.78,1298400,NOC
2006-03-24 01:00:00,62.87,63.29,62.28,62.34,1807800,NOC
2006-03-27 01:00:00,62.42,62.42,61.88,62.19,2103700,NOC
2006-03-28 01:00:00,62.03,62.29,61.43,61.61,1462600,NOC
2006-03-29 01:00:00,61.6,62.52,61.28,62.34,1283900,NOC
2006-03-30 01:00:00,62.15,62.27,61.59,61.85,1341800,NOC
2006-03-31 01:00:00,62.02,62.75,61.87,61.96,1260700,NOC
2006-04-03 01:00:00,62.21,62.39,61.63,61.68,1521400,NOC
2006-04-04 01:00:00,61.72,63.07,61.57,62.86,1614700,NOC
2006-04-05 01:00:00,62.72,63.29,62.49,63.1,986000,NOC
2006-04-06 01:00:00,62.99,63.2,62.37,62.93,893200,NOC
2006-04-07 01:00:00,63.33,63.57,62.74,62.94,1372000,NOC
2006-04-10 01:00:00,62.95,63.27,62.51,63.18,862000,NOC
2006-04-11 01:00:00,63.18,63.19,62.45,62.57,1163300,NOC
2006-04-12 01:00:00,62.57,62.67,61.54,61.67,1659100,NOC
2006-04-13 01:00:00,61.74,62.17,61.54,62.0,908400,NOC
2006-04-17 01:00:00,61.21,62.62,61.21,62.52,802400,NOC
2006-04-18 01:00:00,62.67,63.57,62.57,63.44,1430600,NOC
2006-04-19 01:00:00,63.52,64.1,63.19,63.93,1437700,NOC
2006-04-20 01:00:00,63.05,64.58,63.05,64.21,1919200,NOC
2006-04-21 01:00:00,64.52,64.52,63.17,64.12,1076500,NOC
2006-04-24 01:00:00,63.92,65.04,63.82,64.9,1181400,NOC
2006-04-25 01:00:00,64.72,64.73,62.73,62.73,2227600,NOC
2006-04-26 01:00:00,61.37,62.07,61.33,61.72,2629800,NOC
2006-04-27 01:00:00,61.22,61.63,60.95,61.35,1830000,NOC
2006-04-28 01:00:00,61.35,61.44,60.25,60.57,2130200,NOC
2006-05-01 01:00:00,60.57,61.24,59.86,60.93,1621200,NOC
2006-05-02 01:00:00,60.93,61.23,60.7,60.97,1839700,NOC
2006-05-03 01:00:00,61.17,61.52,60.62,61.35,2086400,NOC
2006-05-04 01:00:00,61.23,61.44,61.0,61.34,1565200,NOC
2006-05-05 01:00:00,61.43,62.11,61.24,61.84,1103900,NOC
2006-05-08 01:00:00,61.85,62.43,61.34,62.25,1147500,NOC
2006-05-09 01:00:00,62.26,62.26,61.76,61.88,1298000,NOC
2006-05-10 01:00:00,62.17,62.24,61.46,61.68,1208900,NOC
2006-05-11 01:00:00,61.69,62.09,61.24,61.36,1098600,NOC
2006-05-12 01:00:00,61.34,61.61,60.25,60.34,1330900,NOC
2006-05-15 01:00:00,60.17,60.67,60.09,60.59,1657100,NOC
2006-05-16 01:00:00,60.63,60.69,60.18,60.31,1213500,NOC
2006-05-17 01:00:00,60.07,60.28,59.19,59.45,1293900,NOC
2006-05-18 01:00:00,58.67,60.03,58.67,59.57,1199300,NOC
2006-05-19 01:00:00,59.67,60.51,59.42,60.14,1487400,NOC
2006-05-22 01:00:00,60.15,61.59,59.95,61.13,1897500,NOC
2006-05-23 01:00:00,61.12,61.18,59.44,59.54,2021200,NOC
2006-05-24 01:00:00,59.54,59.81,58.54,59.39,2331800,NOC
2006-05-25 01:00:00,59.17,59.57,58.89,59.02,1358600,NOC
2006-05-26 01:00:00,59.17,59.46,58.8,58.9,799300,NOC
2006-05-30 01:00:00,58.52,58.81,58.22,58.52,1404900,NOC
2006-05-31 01:00:00,58.47,59.09,58.01,58.35,1758300,NOC
2006-06-01 01:00:00,58.36,58.93,58.17,58.46,2177400,NOC
2006-06-02 01:00:00,58.37,58.91,58.1,58.72,1623600,NOC
2006-06-05 01:00:00,58.92,59.3,58.42,58.48,1355700,NOC
2006-06-06 01:00:00,58.73,59.02,57.5,57.82,1079800,NOC
2006-06-07 01:00:00,57.85,58.52,57.23,57.26,1779000,NOC
2006-06-08 01:00:00,57.01,57.7,56.29,57.52,2151100,NOC
2006-06-09 01:00:00,57.56,57.99,57.45,57.54,1183900,NOC
2006-06-12 01:00:00,57.67,57.68,56.48,56.57,985400,NOC
2006-06-13 01:00:00,56.62,57.08,56.42,56.68,1387200,NOC
2006-06-14 01:00:00,56.0,56.32,55.46,55.9,1945900,NOC
2006-06-15 01:00:00,55.67,56.97,55.18,56.69,1605500,NOC
2006-06-16 01:00:00,55.67,56.68,55.64,56.68,2508500,NOC
2006-06-19 01:00:00,56.66,56.96,55.96,56.15,1127700,NOC
2006-06-20 01:00:00,56.31,56.54,55.77,55.92,925800,NOC
2006-06-21 01:00:00,55.88,56.68,55.78,56.32,1047000,NOC
2006-06-22 01:00:00,56.27,56.53,55.98,56.27,984000,NOC
2006-06-23 01:00:00,55.97,56.47,55.77,55.94,968900,NOC
2006-06-26 01:00:00,55.97,56.09,55.59,55.84,1010100,NOC
2006-06-27 01:00:00,55.93,56.47,55.55,55.94,1929900,NOC
2006-06-28 01:00:00,56.1,56.67,55.64,56.04,1907900,NOC
2006-06-29 01:00:00,56.47,57.81,56.37,57.73,2293600,NOC
2006-06-30 01:00:00,57.73,58.94,57.43,57.73,2132700,NOC
2006-07-03 01:00:00,57.98,58.18,57.49,58.0,454100,NOC
2006-07-05 01:00:00,57.75,57.88,57.18,57.26,835100,NOC
2006-07-06 01:00:00,57.18,57.96,57.18,57.57,725400,NOC
2006-07-07 01:00:00,57.32,57.5,56.59,56.72,649000,NOC
2006-07-10 01:00:00,56.97,57.67,56.9,57.57,674700,NOC
2006-07-11 01:00:00,57.37,58.58,57.23,58.42,695100,NOC
2006-07-12 01:00:00,58.67,58.67,57.98,58.15,1011000,NOC
2006-07-13 01:00:00,57.87,58.3,57.87,57.9,959500,NOC
2006-07-14 01:00:00,57.62,57.73,56.81,57.64,881100,NOC
2006-07-17 01:00:00,57.64,57.72,56.97,57.11,1195000,NOC
2006-07-18 01:00:00,57.21,57.45,56.33,57.08,903600,NOC
2006-07-19 01:00:00,57.5,59.66,57.5,59.53,1334900,NOC
2006-07-20 01:00:00,59.45,59.91,58.87,58.96,826700,NOC
2006-07-21 01:00:00,59.21,59.6,58.77,59.16,1009500,NOC
2006-07-24 01:00:00,59.16,60.03,59.15,59.55,1058400,NOC
2006-07-25 01:00:00,59.74,60.83,59.47,60.57,1553200,NOC
2006-07-26 01:00:00,60.32,61.16,59.65,60.6,1184500,NOC
2006-07-27 01:00:00,60.66,61.27,59.34,59.63,1564100,NOC
2006-07-28 01:00:00,59.97,60.07,58.88,59.5,1192900,NOC
2006-07-31 01:00:00,59.09,59.88,59.03,59.86,1560200,NOC
2006-08-01 01:00:00,59.83,59.83,59.12,59.69,1415900,NOC
