entry_index,exit_index,bars_held,signal,entry_price,exit_price,take_profit,stop_loss,pnl,pnl_pct,exit_reason,timestamp,ticker
1,4,3,BUY,153.203,161.9311625,161.9311625,147.9661025,8.728162499999996,5.69712244538292,tp,2021-03-31 01:00:00,AMZN
1,11,10,BUY,56.35,56.98,60.36158928571429,53.94304642857143,0.6299999999999955,1.1180124223602403,time,2021-03-31 01:00:00,XOM
1,5,4,BUY,28.4196,30.254459999999998,30.254459999999998,27.318683999999998,1.834859999999999,6.456318878520455,tp,2021-03-31 01:00:00,CMG
1,11,10,BUY,254.7,251.11,282.3868392857143,238.0878964285714,-3.589999999999975,-1.4095013741656754,time,2021-03-31 01:00:00,BA
1,11,10,BUY,153.28,152.17,162.98,147.46,-1.1100000000000136,-0.7241649269311153,time,2021-03-31 01:00:00,JPM
1,6,5,BUY,515.675,556.7338214285714,556.7338214285714,491.0397071428571,41.05882142857149,7.962150856367188,tp,2021-03-31 01:00:00,NFLX
1,11,10,BUY,51.83,51.64,54.36755357142857,50.30746785714285,-0.18999999999999773,-0.36658306000385443,time,2021-03-31 01:00:00,CSCO
1,4,3,BUY,363.39,374.2979107142857,374.2979107142857,356.84525357142854,10.90791071428572,3.001709104346768,tp,2021-03-31 01:00:00,VOO
1,3,2,BUY,44.395,51.17534821428572,51.17534821428572,40.32679107142857,6.780348214285716,15.27277444371149,tp,2021-03-31 01:00:00,TQQQ
1,5,4,BUY,289.99,314.1676428571429,314.1676428571429,275.4834142857143,24.17764285714287,8.33740572335007,tp,2021-03-31 01:00:00,META
1,3,2,BUY,102.956,108.52919107142857,108.52919107142857,99.61208535714286,5.5731910714285675,5.413177543250095,tp,2021-03-31 01:00:00,GOOG
1,6,5,BUY,121.65,128.96678571428572,128.96678571428572,117.25992857142857,7.3167857142857144,6.014620398097587,tp,2021-03-31 01:00:00,AAPL
1,11,10,BUY,335.66,353.3466071428572,353.3466071428572,325.04803571428573,17.686607142857156,5.269203105182969,tp,2021-03-31 01:00:00,COST
5,15,10,BUY,111.3065,114.6645,117.02261339285714,107.87683196428571,3.358000000000004,3.0168947905108903,time,2021-04-07 01:00:00,GOOG
5,15,10,BUY,50.51475,54.535,57.047776785714284,46.59493392857143,4.020249999999997,7.9585665572926665,time,2021-04-07 01:00:00,TQQQ
6,16,10,BUY,165.545,165.452,173.93453125,160.51128125,-0.09299999999998931,-0.0561780784680838,time,2021-04-08 01:00:00,AMZN
6,16,10,BUY,374.97,378.99,385.18964285714287,368.8382142857143,4.019999999999982,1.072085766861344,time,2021-04-08 01:00:00,VOO
7,16,9,BUY,30.3744,29.331203785714287,32.11306035714286,29.331203785714287,-1.0431962142857145,-3.4344586700830777,sl,2021-04-09 01:00:00,CMG
7,14,7,BUY,311.4,297.68465357142856,334.2589107142857,297.68465357142856,-13.715346428571422,-4.404414395816128,sl,2021-04-09 01:00:00,META
8,15,7,BUY,551.05,508.0,586.9096428571428,529.5342142857143,-43.049999999999955,-7.812358225206416,sl,2021-04-12 01:00:00,NFLX
8,18,10,BUY,132.52,134.72,139.2245,128.49730000000002,2.1999999999999886,1.6601267733172265,time,2021-04-12 01:00:00,AAPL
13,14,1,BUY,153.42,149.3328214285714,160.23196428571427,149.3328214285714,-4.087178571428581,-2.6640454774009785,sl,2021-04-19 01:00:00,JPM
13,14,1,BUY,56.75,55.00518928571429,59.65801785714286,55.00518928571429,-1.7448107142857125,-3.074556324732533,sl,2021-04-19 01:00:00,XOM
13,23,10,BUY,356.0,364.32,369.3719642857143,347.97682142857144,8.319999999999993,2.3370786516853914,time,2021-04-19 01:00:00,COST
13,14,1,BUY,247.0,237.53244999999998,262.77925,237.53244999999998,-9.467550000000017,-3.833016194331991,sl,2021-04-19 01:00:00,BA
13,16,3,BUY,52.525,51.387475,54.420874999999995,51.387475,-1.1375249999999966,-2.1656830080913783,sl,2021-04-19 01:00:00,CSCO
16,21,5,BUY,301.33,330.12,318.19839285714284,291.2089642857143,28.79000000000002,9.5543092290844,tp,2021-04-22 01:00:00,META
16,25,9,BUY,150.23,157.01874999999998,157.01874999999998,146.15675,6.788749999999993,4.518904346668438,tp,2021-04-22 01:00:00,JPM
16,24,8,BUY,235.955,226.05780714285714,252.45032142857144,226.05780714285714,-9.89719285714287,-4.194525590533309,sl,2021-04-22 01:00:00,BA
16,21,5,BUY,55.99,59.22480357142857,59.22480357142857,54.04911785714286,3.2348035714285714,5.777466639450922,tp,2021-04-22 01:00:00,XOM
17,20,3,BUY,114.1735,120.35725,119.05974732142857,111.24175160714286,6.183749999999989,5.416099182384694,tp,2021-04-23 01:00:00,GOOG
17,24,7,BUY,14.9343625,14.152070982142858,16.238181696428573,14.152070982142858,-0.7822915178571428,-5.238198268303336,sl,2021-04-23 01:00:00,NVDA
17,27,10,BUY,509.01,503.84,545.2035535714286,487.2938678571428,-5.170000000000016,-1.0156971375807973,time,2021-04-23 01:00:00,NFLX
17,24,7,BUY,52.86,49.69017857142857,58.143035714285716,49.69017857142857,-3.1698214285714315,-5.996635317009897,sl,2021-04-23 01:00:00,TQQQ
18,21,3,BUY,167.4,175.254905,175.1519607142857,162.74882357142857,7.854905000000002,4.692296893667862,tp,2021-04-26 01:00:00,AMZN
18,26,8,BUY,29.3652,28.150756928571433,31.389271785714286,28.150756928571433,-1.214443071428569,-4.13565401028622,sl,2021-04-26 01:00:00,CMG
18,22,4,BUY,51.65,50.57115714285714,53.448071428571424,50.57115714285714,-1.0788428571428597,-2.0887567418061175,sl,2021-04-26 01:00:00,CSCO
18,24,6,BUY,383.73,379.0741285714286,391.48978571428574,379.0741285714286,-4.655871428571402,-1.2133196332242466,sl,2021-04-26 01:00:00,VOO
20,24,4,BUY,134.31,130.39179642857144,140.8403392857143,130.39179642857144,-3.9182035714285632,-2.9172835763744795,sl,2021-04-28 01:00:00,AAPL
22,24,2,BUY,120.2245,116.76750035714286,125.98616607142857,116.76750035714286,-3.4569996428571415,-2.875453541380618,sl,2021-04-30 01:00:00,GOOG
23,23,0,BUY,174.2365,168.94052446428572,183.06312589285713,168.94052446428572,-5.295975535714291,-3.03953278200279,sl,2021-05-03 01:00:00,AMZN
23,24,1,BUY,326.17,315.01664285714287,344.75892857142856,315.01664285714287,-11.153357142857146,-3.419492026506774,sl,2021-05-03 01:00:00,META
23,26,3,BUY,57.98,61.28658928571428,61.28658928571428,55.996046428571425,3.3065892857142813,5.702982555561023,tp,2021-05-03 01:00:00,XOM
24,27,3,BUY,51.11,52.97860714285714,52.97860714285714,49.98883571428571,1.8686071428571438,3.6560499762417216,tp,2021-05-04 01:00:00,CSCO
25,28,3,BUY,166.94275,161.12411125,176.64048124999997,161.12411125,-5.818638749999991,-3.4854096688834892,sl,2021-05-05 01:00:00,AMZN
25,34,9,BUY,361.35,373.72589285714287,373.72589285714287,353.9244642857143,12.375892857142844,3.4249046235347564,tp,2021-05-05 01:00:00,COST
26,29,3,BUY,127.89,123.5,134.7676607142857,123.76340357142857,-4.390000000000001,-3.4326374227852066,sl,2021-05-06 01:00:00,AAPL
26,31,5,BUY,229.3,219.30906785714285,245.95155357142858,219.30906785714285,-9.990932142857162,-4.3571444146782214,sl,2021-05-06 01:00:00,BA
26,30,4,BUY,117.532,113.0855,123.53293839285715,113.93143696428571,-4.4465,-3.7832249940441756,sl,2021-05-06 01:00:00,GOOG
26,29,3,BUY,382.26,377.1381214285714,390.7964642857143,377.1381214285714,-5.121878571428567,-1.3398939390541955,sl,2021-05-06 01:00:00,VOO
26,29,3,BUY,14.49525,13.811499910714286,15.634833482142858,13.811499910714286,-0.6837500892857147,-4.71706310195212,sl,2021-05-06 01:00:00,NVDA
26,29,3,BUY,314.52,300.75,333.55571428571426,303.0985714285714,-13.769999999999982,-4.378099961846618,sl,2021-05-06 01:00:00,META
26,29,3,BUY,49.435,45.295,55.075160714285715,46.05090357142858,-4.140000000000001,-8.374633356933348,sl,2021-05-06 01:00:00,TQQQ
27,33,6,BUY,157.22,164.53607142857143,164.53607142857143,152.83035714285714,7.316071428571433,4.653397423083217,tp,2021-05-07 01:00:00,JPM
28,29,1,BUY,63.24,61.08663214285714,66.82894642857143,61.08663214285714,-2.153367857142861,-3.4050725128761243,sl,2021-05-10 01:00:00,XOM
28,30,2,BUY,28.1,27.07422842857143,29.809619285714287,27.07422842857143,-1.025771571428571,-3.6504326385358397,sl,2021-05-10 01:00:00,CMG
29,39,10,BUY,479.75,501.34,512.9318571428571,459.8408857142857,21.589999999999975,4.500260552371022,time,2021-05-11 01:00:00,NFLX
29,30,1,BUY,53.1,51.83687142857143,55.205214285714284,51.83687142857143,-1.2631285714285738,-2.3787732041969374,sl,2021-05-11 01:00:00,CSCO
30,40,10,BUY,159.25,163.258,169.79208392857143,152.92474964285714,4.00800000000001,2.5167974882260657,time,2021-05-12 01:00:00,AMZN
31,39,8,BUY,306.0833,327.08,326.7940142857143,293.65687142857143,20.996699999999976,6.859799276863512,tp,2021-05-13 01:00:00,META
31,41,10,BUY,45.3,50.8,51.73883035714285,41.436701785714284,5.5,12.141280353200884,time,2021-05-13 01:00:00,TQQQ
31,41,10,BUY,59.0,58.56,62.804125,56.717525,-0.4399999999999977,-0.7457627118644029,time,2021-05-13 01:00:00,XOM
31,37,6,BUY,14.03375,15.197546874999999,15.197546874999999,13.335471875,1.1637968749999992,8.292843145987346,tp,2021-05-13 01:00:00,NVDA
31,41,10,BUY,124.58,125.28,132.01360714285713,120.11983571428571,0.7000000000000028,0.5618879434901292,time,2021-05-13 01:00:00,AAPL
31,38,7,BUY,374.21,384.5143214285714,384.5143214285714,368.0274071428571,10.304321428571427,2.7536200071006727,tp,2021-05-13 01:00:00,VOO
32,36,4,BUY,52.93,50.41,55.27980357142857,51.52011785714286,-2.520000000000003,-4.7610051010769,sl,2021-05-14 01:00:00,CSCO
32,42,10,BUY,26.6776,27.4396,28.3521825,25.672850500000003,0.7619999999999969,2.856328905148877,time,2021-05-14 01:00:00,CMG
32,39,7,BUY,114.5915,121.32311607142857,121.32311607142857,110.55253035714286,6.731616071428576,5.87444624725968,tp,2021-05-14 01:00:00,GOOG
33,41,8,BUY,226.24,248.11,244.06319642857144,215.54608214285713,21.870000000000005,9.666725601131542,tp,2021-05-17 01:00:00,BA
35,45,10,BUY,161.0,166.17,169.32321428571427,156.00607142857143,5.1699999999999875,3.2111801242235947,time,2021-05-19 01:00:00,JPM
36,46,10,BUY,364.18,372.52,380.10442857142857,354.62534285714287,8.339999999999975,2.2900763358778558,time,2021-05-20 01:00:00,COST
38,48,10,BUY,52.96,54.13,55.771410714285715,51.27315357142857,1.1700000000000017,2.2092145015105773,time,2021-05-24 01:00:00,CSCO
40,50,10,BUY,385.09,389.41,397.85249999999996,377.43249999999995,4.32000000000005,1.12181567945157,time,2021-05-26 01:00:00,VOO
41,51,10,BUY,121.847,125.6965,127.82972410714285,118.25736553571429,3.849500000000006,3.159289929173477,time,2021-05-27 01:00:00,GOOG
41,51,10,BUY,328.0,331.26,346.2955,317.0227,3.259999999999991,0.9939024390243875,time,2021-05-27 01:00:00,META
41,49,8,BUY,501.8,486.4830392857143,527.3282678571428,486.4830392857143,-15.316960714285699,-3.0524034902920882,sl,2021-05-27 01:00:00,NFLX
42,52,10,BUY,162.1,169.1935,170.35307589285713,157.1481544642857,7.093500000000006,4.376002467612588,time,2021-05-28 01:00:00,AMZN
43,53,10,BUY,51.925,55.1,57.65850892857143,48.48489464285714,3.1750000000000043,6.114588348579691,time,2021-06-01 01:00:00,TQQQ
43,53,10,BUY,125.08,129.64,131.45410714285714,121.25553571428571,4.559999999999988,3.6456667732651007,time,2021-06-01 01:00:00,AAPL
43,53,10,BUY,253.0,246.54,270.37394642857146,242.57563214285713,-6.460000000000008,-2.5533596837944694,time,2021-06-01 01:00:00,BA
43,49,6,BUY,59.45,63.24048214285715,63.24048214285715,57.17571071428572,3.790482142857144,6.3759161360086525,tp,2021-06-01 01:00:00,XOM
44,54,10,BUY,27.082,27.6676,28.783839285714286,26.06089642857143,0.5855999999999995,2.1623218373827613,time,2021-06-02 01:00:00,CMG
47,48,1,BUY,167.0,163.18484642857143,173.3585892857143,163.18484642857143,-3.815153571428567,-2.284523096663813,sl,2021-06-07 01:00:00,JPM
48,58,10,BUY,365.41,377.18,379.38062500000007,357.027625,11.769999999999982,3.221039380421987,time,2021-06-08 01:00:00,COST
50,50,0,BUY,164.36,160.706825,170.448625,160.706825,-3.6531750000000045,-2.2226667072280386,sl,2021-06-10 01:00:00,JPM
50,55,5,BUY,54.43,53.12660714285714,56.60232142857143,53.12660714285714,-1.3033928571428604,-2.394622188394011,sl,2021-06-10 01:00:00,CSCO
51,58,7,BUY,490.0,510.6554821428571,510.6554821428571,477.6067107142857,20.655482142857124,4.215404518950434,tp,2021-06-11 01:00:00,NFLX
51,56,5,BUY,63.01,61.0,66.25323214285714,61.064060714285716,-2.009999999999998,-3.1899698460561785,sl,2021-06-11 01:00:00,XOM
52,53,1,BUY,160.15,156.2465392857143,166.65576785714285,156.2465392857143,-3.9034607142857,-2.4373779046429593,sl,2021-06-14 01:00:00,JPM
52,54,2,BUY,390.21,386.40431785714287,396.5528035714285,386.40431785714287,-3.8056821428571084,-0.9752907774934289,sl,2021-06-14 01:00:00,VOO
53,57,4,BUY,336.99,328.36321071428574,351.36798214285716,328.36321071428574,-8.626789285714267,-2.5599540893540658,sl,2021-06-15 01:00:00,META
53,56,3,BUY,17.915,19.106968303571428,19.106968303571428,17.19981901785714,1.1919683035714286,6.653465272517045,tp,2021-06-15 01:00:00,NVDA
53,63,10,BUY,126.522,126.0185,130.5517,124.10418000000001,-0.5035000000000025,-0.39795450593572856,time,2021-06-15 01:00:00,GOOG
54,56,2,BUY,169.6,174.8736482142857,174.8736482142857,166.43581107142856,5.273648214285714,3.1094623904986527,tp,2021-06-16 01:00:00,AMZN
55,60,5,BUY,129.8,134.6101607142857,134.6101607142857,126.91390357142859,4.810160714285701,3.705824895443529,tp,2021-06-17 01:00:00,AAPL
55,59,4,BUY,53.98,58.18633035714286,58.18633035714286,51.456201785714285,4.2063303571428605,7.792386730535125,tp,2021-06-17 01:00:00,TQQQ
55,55,0,BUY,157.1,152.88112142857142,164.1314642857143,152.88112142857142,-4.218878571428576,-2.6854733109029763,sl,2021-06-17 01:00:00,JPM
55,65,10,BUY,241.96,239.73,256.2341964285714,233.39548214285716,-2.230000000000018,-0.9216399404860384,time,2021-06-17 01:00:00,BA
56,58,2,BUY,27.6,28.94963178571429,28.94963178571429,26.79022092857143,1.349631785714287,4.889970238095243,tp,2021-06-18 01:00:00,CMG
56,60,4,BUY,384.79,391.89,391.28103571428574,380.8953785714286,7.099999999999966,1.8451622963174628,tp,2021-06-18 01:00:00,VOO
57,67,10,BUY,52.365,52.98,54.35875000000001,51.16875,0.6149999999999949,1.1744485820681656,time,2021-06-21 01:00:00,CSCO
57,67,10,BUY,149.08,153.41,157.1489642857143,144.23862142857143,4.329999999999984,2.9044808156694284,time,2021-06-21 01:00:00,JPM
58,68,10,BUY,62.85,60.52204285714286,66.72992857142857,60.52204285714286,-2.3279571428571444,-3.703989089669283,sl,2021-06-22 01:00:00,XOM
58,67,9,BUY,172.903,179.12004107142857,179.12004107142857,169.17277535714285,6.217041071428582,3.5956814349251216,tp,2021-06-22 01:00:00,AMZN
59,62,3,BUY,339.35,355.92676785714286,355.92676785714286,329.40393928571433,16.57676785714284,4.884858658359463,tp,2021-06-23 01:00:00,META
60,68,8,BUY,517.96,544.24,544.0555357142857,502.3026785714286,26.279999999999973,5.073750868792951,tp,2021-06-24 01:00:00,NFLX
60,69,9,BUY,378.42,391.14698214285715,391.14698214285715,370.7838107142857,12.726982142857139,3.3631896154688277,tp,2021-06-24 01:00:00,COST
60,64,4,BUY,29.3502,30.747233571428573,30.747233571428573,28.511979857142858,1.3970335714285724,4.759877518478826,tp,2021-06-24 01:00:00,CMG
61,67,6,BUY,59.245,63.725,63.71294642857143,56.56423214285714,4.480000000000004,7.561819562832313,tp,2021-06-25 01:00:00,TQQQ
62,66,4,BUY,133.41,138.4955357142857,138.4955357142857,130.35867857142858,5.085535714285697,3.811959908766732,tp,2021-06-28 01:00:00,AAPL
62,71,9,BUY,394.03,401.3654107142857,401.3654107142857,389.62875357142855,7.335410714285729,1.861637620050689,tp,2021-06-28 01:00:00,VOO
64,74,10,BUY,352.165,341.80483214285715,369.43194642857145,341.80483214285715,-10.36016785714287,-2.9418505124424255,sl,2021-06-30 01:00:00,META
65,66,1,BUY,124.84975,128.57586517857143,128.57586517857143,122.61408089285715,3.7261151785714333,2.984479487200762,tp,2021-07-01 01:00:00,GOOG
66,76,10,BUY,31.0002,31.0232,32.58021321428571,30.05219207142857,0.022999999999999687,0.07419306972212981,time,2021-07-02 01:00:00,CMG
67,69,2,BUY,236.85,227.48,250.98880357142858,228.36671785714285,-9.370000000000005,-3.9560903525438063,sl,2021-07-06 01:00:00,BA
68,73,5,BUY,143.535,148.84285714285713,148.84285714285713,140.35028571428572,5.307857142857131,3.6979532120090086,tp,2021-07-07 01:00:00,AAPL
68,78,10,BUY,130.341,132.6005,134.34474910714286,127.93875053571429,2.2595000000000027,1.7335297412172705,time,2021-07-07 01:00:00,GOOG
69,79,10,BUY,53.16,54.54,54.91287499999999,52.108275,1.3800000000000026,2.5959367945823977,time,2021-07-08 01:00:00,CSCO
69,72,3,BUY,61.8425,66.25419642857142,66.25419642857142,59.195482142857145,4.4116964285714175,7.133761456233848,tp,2021-07-08 01:00:00,TQQQ
69,76,7,BUY,182.178,176.629,190.48238571428573,177.19536857142856,-5.549000000000007,-3.0459221201242777,sl,2021-07-08 01:00:00,AMZN
69,71,2,BUY,151.61,158.80844642857144,158.80844642857144,147.29093214285714,7.19844642857143,4.7480023933589,tp,2021-07-08 01:00:00,JPM
70,74,4,BUY,531.0,556.5535714285714,556.5535714285714,515.6678571428572,25.553571428571445,4.812348668280874,tp,2021-07-09 01:00:00,NFLX
70,75,5,BUY,60.695,58.49321428571429,64.36464285714285,58.49321428571429,-2.2017857142857125,-3.6276228919774485,sl,2021-07-09 01:00:00,XOM
71,71,0,BUY,399.04,391.48260357142857,411.63566071428573,391.48260357142857,-7.557396428571451,-1.8938944538320595,sl,2021-07-12 01:00:00,COST
71,72,1,BUY,237.99,228.60429642857144,253.6328392857143,228.60429642857144,-9.385703571428564,-3.9437386324755512,sl,2021-07-12 01:00:00,BA
73,74,1,BUY,20.35775,19.658367232142854,21.52338794642857,19.658367232142854,-0.6993827678571449,-3.4354620125364783,sl,2021-07-14 01:00:00,NVDA
73,75,2,BUY,155.95,151.36531428571428,163.59114285714284,151.36531428571428,-4.584685714285712,-2.939843356387119,sl,2021-07-14 01:00:00,JPM
73,80,7,BUY,393.58,406.42298214285717,406.42298214285717,385.8742107142857,12.842982142857181,3.26311858906885,tp,2021-07-14 01:00:00,COST
73,74,1,BUY,402.06,397.95648214285717,408.89919642857143,397.95648214285717,-4.103517857142833,-1.020623254524905,sl,2021-07-14 01:00:00,VOO
74,75,1,BUY,65.705,62.998892857142856,70.21517857142857,62.998892857142856,-2.7061071428571424,-4.118571102438388,sl,2021-07-15 01:00:00,TQQQ
74,76,2,BUY,222.88,211.18,239.3054107142857,213.02475357142856,-11.699999999999989,-5.249461593682694,sl,2021-07-15 01:00:00,BA
75,76,1,BUY,148.46,143.75,155.0935357142857,144.47987857142857,-4.710000000000008,-3.1725717364946835,sl,2021-07-16 01:00:00,AAPL
76,78,2,BUY,526.05,509.82593571428566,553.090107142857,509.82593571428566,-16.22406428571429,-3.0841296997841066,sl,2021-07-19 01:00:00,NFLX
76,80,4,BUY,337.57,360.91,357.07885714285715,325.8646857142857,23.340000000000032,6.914121515537527,tp,2021-07-19 01:00:00,META
76,78,2,BUY,17.91525,19.37691160714286,19.37691160714286,17.038253035714284,1.461661607142858,8.158756406652758,tp,2021-07-19 01:00:00,NVDA
76,78,2,BUY,391.78,399.45607142857136,399.45607142857136,387.1743571428571,7.67607142857139,1.9592810834068588,tp,2021-07-19 01:00:00,VOO
77,87,10,BUY,55.5,58.2,59.457875,53.125275,2.700000000000003,4.86486486486487,time,2021-07-20 01:00:00,XOM
77,87,10,BUY,146.52,152.89,155.85469642857146,140.91918214285715,6.369999999999976,4.347529347529331,time,2021-07-20 01:00:00,JPM
77,80,3,BUY,61.72,66.85,66.81141964285715,58.66514821428571,5.1299999999999955,8.311730395333758,tp,2021-07-20 01:00:00,TQQQ
78,78,0,BUY,33.1369,34.64447142857143,34.64447142857143,32.23235714285714,1.5075714285714312,4.549524634384723,tp,2021-07-21 01:00:00,CMG
78,83,5,BUY,219.5,237.19185714285712,237.19185714285712,208.88488571428573,17.691857142857117,8.060071591278868,tp,2021-07-21 01:00:00,BA
78,85,7,BUY,178.81875,167.3975,188.70270982142858,172.88837410714285,-11.421249999999986,-6.387053930306517,sl,2021-07-21 01:00:00,AMZN
78,88,10,BUY,145.53,146.95,153.57330357142857,140.70401785714284,1.4199999999999875,0.9757438328866814,time,2021-07-21 01:00:00,AAPL
80,90,10,BUY,402.17,406.86,412.4226785714286,396.0183928571429,4.689999999999998,1.1661735087152192,time,2021-07-23 01:00:00,VOO
80,82,2,BUY,135.26,140.011,139.73386339285713,132.5756819642857,4.751000000000005,3.5124944551234694,tp,2021-07-23 01:00:00,GOOG
80,90,10,BUY,512.16,520.55,543.7202857142858,493.2238285714285,8.389999999999986,1.6381599500156176,time,2021-07-23 01:00:00,NFLX
80,90,10,BUY,36.18,37.743,38.47128357142857,34.805229857142855,1.5630000000000024,4.320066334991714,time,2021-07-23 01:00:00,CMG
80,90,10,BUY,19.65635,20.366,21.320623214285714,18.65778607142857,0.7096499999999999,3.610283699669572,time,2021-07-23 01:00:00,NVDA
81,91,10,BUY,55.1315,55.47,57.09742857142857,53.95194285714286,0.33849999999999625,0.6139865594079541,time,2021-07-26 01:00:00,CSCO
82,82,0,BUY,68.415,65.07278571428571,73.98535714285715,65.07278571428571,-3.3422142857142916,-4.885206878190881,sl,2021-07-27 01:00:00,TQQQ
82,84,2,BUY,371.91,359.59181785714287,392.44030357142856,359.59181785714287,-12.318182142857154,-3.3121406100554305,sl,2021-07-27 01:00:00,META
82,88,6,BUY,409.0,422.73175000000003,422.73175000000003,400.76095,13.731750000000034,3.357396088019568,tp,2021-07-27 01:00:00,COST
84,94,10,BUY,66.74,67.89,72.55767857142857,63.249392857142844,1.1500000000000057,1.7231045849565565,time,2021-07-29 01:00:00,TQQQ
